timestamp,vesc_id,duty_cycle
1753360014.13775,28,0.0
1753360014.1378002,46,0.0
1753360014.3381314,28,0.005
1753360014.3381834,46,0.005
1753360014.5386794,28,0.01
1753360014.5388181,46,0.01
1753360014.7392263,28,0.015
1753360014.7393122,46,0.015
1753360014.940058,28,0.02
1753360014.940251,46,0.02
1753360015.1410732,28,0.025
1753360015.141265,46,0.025
1753360015.3419487,28,0.030000000000000002
1753360015.3420618,46,0.030000000000000002
1753360015.54255,28,0.035
1753360015.5425935,46,0.035
1753360015.742846,28,0.04
1753360015.7429044,46,0.04
1753360015.9432526,28,0.045
1753360015.9433115,46,0.045
1753360016.1438487,28,0.049999999999999996
1753360016.1439092,46,0.049999999999999996
1753360016.344261,28,0.05499999999999999
1753360016.344314,46,0.05499999999999999
1753360016.5447092,28,0.05999999999999999
1753360016.5448215,46,0.05999999999999999
1753360016.7452433,28,0.06499999999999999
1753360016.7453249,46,0.06499999999999999
1753360016.9456491,28,0.06999999999999999
1753360016.945709,46,0.06999999999999999
1753360017.1464856,28,0.075
1753360017.146711,46,0.075
1753360017.3471963,28,0.08
1753360017.3472495,46,0.08
1753360017.547918,28,0.085
1753360017.5480545,46,0.085
1753360017.7484999,28,0.09000000000000001
1753360017.7487733,46,0.09000000000000001
1753360017.9492435,28,0.09500000000000001
1753360017.9493153,46,0.09500000000000001
1753360018.149742,28,0.10000000000000002
1753360018.1498296,46,0.10000000000000002
1753360018.3502574,28,0.10500000000000002
1753360018.350375,46,0.10500000000000002
1753360018.5509245,28,0.11000000000000003
1753360018.5510254,46,0.11000000000000003
1753360018.751501,28,0.11500000000000003
1753360018.7516036,46,0.11500000000000003
1753360018.9520504,28,0.12000000000000004
1753360018.9521456,46,0.12000000000000004
1753360019.1527817,28,0.12500000000000003
1753360019.1529112,46,0.12500000000000003
1753360019.353322,28,0.13000000000000003
1753360019.3533926,46,0.13000000000000003
1753360019.5539806,28,0.13500000000000004
1753360019.5540967,46,0.13500000000000004
1753360019.7545276,28,0.14000000000000004
1753360019.7546148,46,0.14000000000000004
1753360019.955006,28,0.14500000000000005
1753360019.9550638,46,0.14500000000000005
1753360020.1555588,28,0.15000000000000005
1753360020.155758,46,0.15000000000000005
1753360020.356162,28,0.15500000000000005
1753360020.3562202,46,0.15500000000000005
1753360020.556678,28,0.16000000000000006
1753360020.5567975,46,0.16000000000000006
1753360020.7572389,28,0.16500000000000006
1753360020.7573392,46,0.16500000000000006
1753360020.957787,28,0.17000000000000007
1753360020.9578984,46,0.17000000000000007
1753360021.1582744,28,0.17500000000000007
1753360021.1583278,46,0.17500000000000007
1753360021.3587599,28,0.18000000000000008
1753360021.3588474,46,0.18000000000000008
1753360021.5592792,28,0.18500000000000008
1753360021.5593665,46,0.18500000000000008
1753360021.7600584,28,0.19000000000000009
1753360021.7601948,46,0.19000000000000009
1753360021.9606426,28,0.1950000000000001
1753360021.960714,46,0.1950000000000001
1753360022.161489,28,0.2
1753360022.1617045,46,0.2
1753360022.362161,28,0.195
1753360022.3622422,46,0.195
1753360022.562702,28,0.19
1753360022.5627742,46,0.19
1753360022.7633495,28,0.185
1753360022.763508,46,0.185
1753360022.9639478,28,0.18
1753360022.9640071,46,0.18
1753360023.164415,28,0.175
1753360023.164507,46,0.175
1753360023.364896,28,0.16999999999999998
1753360023.3649309,46,0.16999999999999998
1753360023.5656154,28,0.16499999999999998
1753360023.5657227,46,0.16499999999999998
1753360023.76618,28,0.15999999999999998
1753360023.7662635,46,0.15999999999999998
1753360023.9667022,28,0.15499999999999997
1753360023.9667988,46,0.15499999999999997
1753360024.1672206,28,0.14999999999999997
1753360024.167259,46,0.14999999999999997
1753360024.367604,28,0.14499999999999996
1753360024.3676374,46,0.14499999999999996
1753360024.5680118,28,0.13999999999999996
1753360024.568084,46,0.13999999999999996
1753360024.768509,28,0.13499999999999995
1753360024.768646,46,0.13499999999999995
1753360024.9690776,28,0.12999999999999995
1753360024.9691308,46,0.12999999999999995
1753360025.169629,28,0.12499999999999994
1753360025.1698039,46,0.12499999999999994
1753360025.3702128,28,0.11999999999999994
1753360025.3702846,46,0.11999999999999994
1753360025.5709577,28,0.11499999999999994
1753360025.5711012,46,0.11499999999999994
1753360025.7714922,28,0.10999999999999993
1753360025.7715607,46,0.10999999999999993
1753360025.9725125,28,0.10499999999999993
1753360025.9728024,46,0.10499999999999993
1753360026.173323,28,0.09999999999999992
1753360026.173434,46,0.09999999999999992
1753360026.3737867,28,0.09499999999999992
1753360026.3739378,46,0.09499999999999992
1753360026.5747278,28,0.08999999999999991
1753360026.5748951,46,0.08999999999999991
1753360026.7753663,28,0.08499999999999991
1753360026.775485,46,0.08499999999999991
1753360026.975933,28,0.0799999999999999
1753360026.9760137,46,0.0799999999999999
1753360027.1764162,28,0.0749999999999999
1753360027.176488,46,0.0749999999999999
1753360027.37697,28,0.0699999999999999
1753360027.3770692,46,0.0699999999999999
1753360027.577511,28,0.06499999999999989
1753360027.577721,46,0.06499999999999989
1753360027.778194,28,0.059999999999999894
1753360027.7782812,46,0.059999999999999894
1753360027.97906,28,0.054999999999999896
1753360027.9791954,46,0.054999999999999896
1753360028.1797254,28,0.0499999999999999
1753360028.179848,46,0.0499999999999999
1753360028.3803883,28,0.0449999999999999
1753360028.3805165,46,0.0449999999999999
1753360028.581008,28,0.039999999999999904
1753360028.5810916,46,0.039999999999999904
1753360028.7814577,28,0.034999999999999906
1753360028.7815049,46,0.034999999999999906
1753360028.9820929,28,0.029999999999999905
1753360028.9821804,46,0.029999999999999905
1753360029.1826367,28,0.024999999999999904
1753360029.1827328,46,0.024999999999999904
1753360029.3835108,28,0.019999999999999903
1753360029.3837142,46,0.019999999999999903
1753360029.5841134,28,0.014999999999999902
1753360029.584165,46,0.014999999999999902
1753360029.7851405,28,0.009999999999999901
1753360029.7852783,46,0.009999999999999901
1753360029.98605,28,0.004999999999999901
1753360029.9861968,46,0.004999999999999901
1753360030.1865873,28,-9.8879238130678e-17
1753360030.186647,46,-9.8879238130678e-17
1753360030.3871276,28,-0.005000000000000099
1753360030.3871913,46,-0.005000000000000099
1753360030.5876367,28,-0.010000000000000099
1753360030.5877395,46,-0.010000000000000099
1753360030.7881505,28,-0.0150000000000001
1753360030.7882578,46,-0.0150000000000001
1753360030.9888222,28,-0.0200000000000001
1753360030.9888844,46,-0.0200000000000001
1753360031.189312,28,-0.025000000000000102
1753360031.189429,46,-0.025000000000000102
1753360031.3901198,28,-0.030000000000000103
1753360031.3902562,46,-0.030000000000000103
1753360031.5906312,28,-0.0350000000000001
1753360031.5906634,46,-0.0350000000000001
1753360031.7911334,28,-0.0400000000000001
1753360031.7912607,46,-0.0400000000000001
1753360031.9916818,28,-0.045000000000000095
1753360031.9917514,46,-0.045000000000000095
1753360032.1922138,28,-0.05000000000000009
1753360032.1923058,46,-0.05000000000000009
1753360032.3929925,28,-0.05500000000000009
1753360032.3930886,46,-0.05500000000000009
1753360032.5934558,28,-0.06000000000000009
1753360032.5935159,46,-0.06000000000000009
1753360032.7940664,28,-0.06500000000000009
1753360032.7941275,46,-0.06500000000000009
1753360032.994512,28,-0.07000000000000009
1753360032.99461,46,-0.07000000000000009
1753360033.1951048,28,-0.0750000000000001
1753360033.1952415,46,-0.0750000000000001
1753360033.395975,28,-0.0800000000000001
1753360033.396119,46,-0.0800000000000001
1753360033.5967627,28,-0.0850000000000001
1753360033.5968628,46,-0.0850000000000001
1753360033.7975852,28,-0.09000000000000011
1753360033.797749,46,-0.09000000000000011
1753360033.9981322,28,-0.09500000000000011
1753360033.998171,46,-0.09500000000000011
1753360034.19849,28,-0.10000000000000012
1753360034.198522,46,-0.10000000000000012
1753360034.3991723,28,-0.10500000000000012
1753360034.3992577,46,-0.10500000000000012
1753360034.5996413,28,-0.11000000000000013
1753360034.599723,46,-0.11000000000000013
1753360034.8003097,28,-0.11500000000000013
1753360034.8004386,46,-0.11500000000000013
1753360035.0007164,28,-0.12000000000000013
1753360035.000797,46,-0.12000000000000013
1753360035.2011774,28,-0.12500000000000014
1753360035.2012317,46,-0.12500000000000014
1753360035.402024,28,-0.13000000000000014
1753360035.4021676,46,-0.13000000000000014
1753360035.6026778,28,-0.13500000000000015
1753360035.6027489,46,-0.13500000000000015
1753360035.8034317,28,-0.14000000000000015
1753360035.8035636,46,-0.14000000000000015
1753360036.0040166,28,-0.14500000000000016
1753360036.0041094,46,-0.14500000000000016
1753360036.2045784,28,-0.15000000000000016
1753360036.2047198,46,-0.15000000000000016
1753360036.4052663,28,-0.15500000000000017
1753360036.4053998,46,-0.15500000000000017
1753360036.605769,28,-0.16000000000000017
1753360036.6058626,46,-0.16000000000000017
1753360036.8063648,28,-0.16500000000000017
1753360036.8064854,46,-0.16500000000000017
1753360037.0069008,28,-0.17000000000000018
1753360037.0069697,46,-0.17000000000000018
1753360037.2073689,28,-0.17500000000000018
1753360037.2074468,46,-0.17500000000000018
1753360037.4081187,28,-0.1800000000000002
1753360037.4082391,46,-0.1800000000000002
1753360037.6093333,28,-0.1850000000000002
1753360037.6094542,46,-0.1850000000000002
1753360037.8098814,28,-0.1900000000000002
1753360037.8099694,46,-0.1900000000000002
1753360038.0103455,28,-0.1950000000000002
1753360038.0104196,46,-0.1950000000000002
1753360038.210855,28,-0.2
1753360038.2109432,46,-0.2
1753360038.412148,28,-0.195
1753360038.4122572,46,-0.195
1753360038.6128697,28,-0.19
1753360038.6129704,46,-0.19
1753360038.8134851,28,-0.185
1753360038.813623,46,-0.185
1753360039.0140586,28,-0.18
1753360039.0141537,46,-0.18
1753360039.2154086,28,-0.175
1753360039.2156081,46,-0.175
1753360039.4160266,28,-0.16999999999999998
1753360039.4160771,46,-0.16999999999999998
1753360039.6164255,28,-0.16499999999999998
1753360039.6164815,46,-0.16499999999999998
1753360039.8171608,28,-0.15999999999999998
1753360039.8172872,46,-0.15999999999999998
1753360040.0176635,28,-0.15499999999999997
1753360040.0177035,46,-0.15499999999999997
1753360040.2181861,28,-0.14999999999999997
1753360040.218289,46,-0.14999999999999997
1753360040.4187744,28,-0.14499999999999996
1753360040.4188395,46,-0.14499999999999996
1753360040.619195,28,-0.13999999999999996
1753360040.6192431,46,-0.13999999999999996
1753360040.8197384,28,-0.13499999999999995
1753360040.819844,46,-0.13499999999999995
1753360041.0202417,28,-0.12999999999999995
1753360041.0202734,46,-0.12999999999999995
1753360041.2216647,28,-0.12499999999999994
1753360041.2217834,46,-0.12499999999999994
1753360041.4221528,28,-0.11999999999999994
1753360041.4221857,46,-0.11999999999999994
